YEAR,D,CREW,LOA,DRAFT,BMAX,DSPL,MAIN,GENOA,SYM,ASYM,GPH
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2004,C,750,"13,990","2,044",4.34,11035.,46.2,53.4,0.0,145.8,600.8
2007,C,960,"14,730","2,246",4.71,14976.,54.8,59.9,0.0,116.7,611.2
1992,S,420,"8,090","1,574",2.69,970.,22.5,16.1,58.1,64.5,600.1
1994,C,713,"11,948","2,555",3.73,7072.,43.5,61.9,116.8,0.0,586.3
2000,C,600,"10,960","1,924",3.58,5935.,30.7,38.7,74.8,0.0,658.6
2003,C,590,"10,300","1,904",3.48,5211.,32.1,32.8,72.0,70.1,649.5
2004,C,680,"10,450","2,161",3.48,6232.,29.7,36.1,76.4,89.1,657.2
2011,C,480,"11,580","2,104",3.67,6786.,46.9,36.8,0.0,129.0,599.7
2003,C,400,"10,300","1,920",3.48,4700.,29.8,32.0,0.0,59.8,664.8
2006,C,700,"12,590","2,107",4.15,8174.,37.9,43.4,0.0,115.1,619.5
1992,C,560,"11,010","2,071",3.50,5780.,43.1,27.2,0.0,75.0,641.5
2015,C,400,"13,250","2,039",2.77,5071.,39.4,27.9,0.0,80.1,623.8
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
2006,S,400,"8,555","2,265",2.52,1213.,27.9,19.0,0.0,85.3,570.0
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2002,C,770,"12,400","2,494",3.49,6882.,56.7,38.4,102.1,0.0,579.8
1990,C,800,"16,000","2,400",4.77,14501.,68.1,63.9,0.0,204.1,563.9
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2005,C,540,"9,982","2,015",3.37,4890.,35.2,26.7,0.0,101.4,639.9
1986,S,400,"7,780","1,826",2.50,1417.,21.4,16.7,44.4,0.0,669.6
2001,C,700,"11,990","2,211",3.79,7173.,46.7,37.2,106.4,0.0,605.4
1987,S,350,"7,720","1,454",2.50,1457.,19.8,15.0,37.6,0.0,713.5
1988,C,700,"12,000","2,000",3.89,9585.,45.5,55.3,0.0,116.2,633.2
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1991,C,480,"12,060","2,192",3.78,6090.,42.2,51.9,112.5,98.4,594.5
1996,C,747,"11,961","2,417",3.73,7070.,45.9,39.5,115.0,0.0,594.8
2000,C,730,"11,795","2,644",3.71,6150.,49.8,40.0,0.0,127.5,577.9
2009,C,600,"10,660","2,199",3.64,5585.,39.0,30.0,101.1,0.0,628.7
2005,C,650,"10,600","2,070",3.26,4774.,40.5,33.0,101.4,0.0,610.4
2006,C,900,"12,960","2,756",3.91,7958.,61.9,48.3,0.0,184.2,543.6
1994,C,660,"11,948","2,567",3.73,7599.,42.1,53.3,112.9,112.6,598.0
1994,C,560,"10,045","2,157",3.31,4177.,34.5,28.5,72.9,0.0,634.3
2001,C,540,"10,640","2,223",3.46,5602.,38.4,39.0,89.3,0.0,625.6
2006,C,675,"12,190","2,384",3.64,7332.,49.7,42.9,0.0,144.7,579.9
2007,C,696,"11,390","2,090",3.74,6233.,45.9,38.7,0.0,124.7,603.7
2018,C,2202,"23,994","4,517",6.52,38778.,184.4,137.4,0.0,626.7,439.9
2010,S,223,"6,135","1,390",2.13,514.,16.1,9.1,0.0,40.1,671.2
1980,C,400,"8,940","1,781",3.02,2970.,18.1,29.2,68.5,0.0,720.3
1995,S,367,"7,470","1,647",2.38,1139.,19.5,12.4,38.6,0.0,676.9
2001,S,400,"7,512","1,832",2.60,1265.,20.3,18.4,58.1,0.0,644.7
1998,C,800,"10,025","1,928",3.43,5036.,32.1,25.9,0.0,70.6,664.2
2011,C,650,"10,980","1,929",3.65,4771.,39.4,29.4,86.8,70.1,624.8
2005,C,700,"12,259","2,100",3.88,7525.,49.6,49.7,121.9,0.0,583.2
2006,C,500,"11,990","1,949",4.05,8006.,50.5,50.1,0.0,114.7,603.8
2001,C,450,"9,440","1,982",3.33,4184.,25.8,26.9,65.3,0.0,684.0
2008,C,600,"9,995","1,750",3.27,4900.,33.0,33.5,0.0,63.8,655.6
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2000,S,275,"6,855","1,179",2.44,857.,14.1,9.5,30.9,0.0,742.0
1981,C,665,"11,295","2,113",3.75,4954.,45.1,30.2,70.6,0.0,619.0
2006,C,850,"12,350","2,512",3.65,7196.,53.4,46.1,129.8,127.7,571.2
2001,C,600,"10,640","2,252",3.46,5986.,39.2,40.7,81.8,0.0,629.6
1997,C,940,"14,280","3,023",4.05,8964.,71.1,49.7,138.6,0.0,540.8
2005,C,680,"10,617","2,162",3.59,4598.,37.8,31.0,96.7,96.1,603.1
2005,C,550,"9,982","1,998",3.37,4599.,34.7,33.1,0.0,89.0,632.6
2001,C,950,"13,829","2,839",3.89,9983.,79.3,56.2,178.6,152.6,530.9
1981,C,427,"9,960","1,935",3.24,4089.,23.0,31.6,74.2,0.0,679.0
1989,C,504,"9,847","1,970",3.32,3951.,25.3,42.6,78.3,0.0,670.3
2001,C,400,"10,640","2,239",3.46,5915.,40.0,38.9,81.5,0.0,632.2
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1991,C,450,"9,201","1,434",3.17,4044.,18.0,20.4,61.2,56.5,748.2
1992,C,620,"11,360","2,094",3.66,5343.,39.5,51.3,100.1,0.0,601.8
1999,C,830,"14,506","2,817",4.51,12549.,67.7,66.7,136.2,0.0,563.2
1996,C,550,"9,798","2,118",3.33,4801.,28.4,31.2,68.1,0.0,669.4
1981,C,700,"11,740","1,915",3.77,7781.,26.6,41.8,83.2,0.0,665.3
2001,C,640,"10,640","2,214",3.46,5450.,37.2,36.4,81.4,0.0,632.2
2013,C,500,"9,140","1,950",3.71,2984.,31.9,25.9,0.0,92.7,620.8
1995,S,367,"7,470","1,647",2.38,1139.,19.5,12.3,38.6,0.0,676.7
1978,C,300,"7,520","1,378",2.52,1056.,16.3,12.3,25.9,0.0,751.4
1998,C,450,"10,025","1,885",3.43,4354.,30.8,32.1,0.0,69.9,673.8
1996,S,480,"8,336","1,952",2.68,1338.,28.3,13.3,43.8,0.0,622.8
2001,C,400,"10,680","2,112",3.67,4500.,28.5,35.9,76.0,76.3,640.7
1986,C,700,"13,238","2,289",4.04,10162.,44.2,47.0,129.1,0.0,618.2
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1980,C,320,"9,160","1,709",3.01,3743.,18.0,31.5,0.0,56.1,745.6
1977,S,400,"7,640","1,774",2.38,1286.,19.1,17.1,41.1,0.0,686.4
1996,C,550,"11,320","2,339",3.76,6914.,33.9,44.3,91.0,0.0,643.7
1998,C,350,"9,500","1,926",3.23,3913.,26.6,30.5,58.5,0.0,672.5
1999,C,865,"13,680","1,946",4.29,10893.,42.5,65.8,134.5,0.0,615.5
2007,C,400,"10,360","1,913",3.38,5503.,39.6,27.9,0.0,92.3,639.3
1972,C,300,"7,880","1,498",2.70,2018.,15.7,24.6,0.0,48.8,766.7
2009,C,400,"11,900","2,026",3.98,7935.,36.7,41.3,0.0,98.6,641.4
2017,C,800,"16,161","2,548",5.26,17128.,80.3,70.0,0.0,231.3,523.7
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2002,C,1000,"19,810","3,605",5.29,17982.,118.0,107.8,0.0,0.0,472.0
1974,C,680,"14,580","2,825",4.15,17369.,51.1,76.2,194.9,147.6,611.8
1994,S,400,"7,495","1,669",2.43,1060.,19.8,14.8,36.2,0.0,669.4
1999,C,850,"14,506","2,289",4.51,12049.,59.2,62.5,131.7,124.9,585.5
1997,R,700,"11,924","2,362",3.77,7293.,46.8,46.4,112.3,0.0,596.4
2000,C,700,"12,016","2,192",3.79,8084.,41.8,44.4,103.9,0.0,617.9
2007,C,640,"11,390","2,104",3.74,6559.,46.1,37.7,111.5,0.0,609.2
2011,C,720,"11,245","2,265",3.47,5198.,40.6,32.3,99.0,0.0,602.1
2006,C,865,"12,350","2,500",3.65,6912.,53.9,45.8,130.5,0.0,567.8
2003,C,650,"13,352","2,648",3.97,10144.,63.1,55.7,126.7,0.0,571.0
1981,C,460,"9,785","1,795",3.32,4215.,19.8,35.2,67.5,53.5,712.3
1984,C,400,"10,100","1,810",3.28,5124.,24.9,35.8,0.0,71.1,698.0
1997,C,650,"11,330","1,976",3.78,6800.,27.5,38.6,73.3,75.0,680.3
1998,C,700,"11,924","2,421",3.77,7234.,49.9,34.3,0.0,0.0,634.5
2002,C,1000,"14,882","2,766",4.30,10770.,72.7,60.6,0.0,200.3,534.8
2000,C,600,"10,815","2,097",3.50,5397.,38.0,44.5,0.0,90.7,631.0
1980,C,360,"9,240","1,654",3.13,3000.,18.7,30.6,60.4,53.2,702.3
2010,C,800,"14,100","2,159",4.25,10501.,63.4,52.1,0.0,125.9,570.9
2015,C,590,"10,971","2,270",3.60,5590.,38.3,32.6,0.0,113.5,601.7
2004,C,750,"12,225","2,088",3.76,7500.,48.8,44.3,0.0,132.2,592.1
1997,S,300,"8,032","1,509",2.49,1507.,21.2,13.9,0.0,62.5,668.6
1989,C,480,"10,650","1,869",3.69,5701.,33.7,39.4,0.0,76.4,671.3
1983,S,320,"7,060","1,552",2.37,961.,15.2,14.6,33.9,0.0,723.7
1978,C,400,"10,050","1,863",3.15,5120.,21.9,33.2,77.3,0.0,695.9
2003,C,670,"11,380","2,189",3.70,6132.,41.6,36.9,100.9,0.0,614.0
2005,C,645,"11,310","2,443",3.67,6770.,44.3,33.8,90.5,0.0,616.1
2005,C,650,"10,250","2,050",3.41,3919.,39.8,27.6,0.0,101.2,604.2
2003,R,547,"9,680","2,178",2.94,1908.,41.3,22.1,0.0,120.7,553.9
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2008,C,425,"10,500","2,805",3.90,3700.,36.6,34.0,0.0,120.0,593.7
2005,S,320,"6,250","2,111",2.43,1232.,14.0,10.4,0.0,34.0,794.2
2004,C,500,"12,250","1,870",3.97,8327.,40.5,49.5,0.0,92.8,638.5
2004,C,600,"12,250","1,870",3.97,8327.,37.7,37.3,0.0,103.0,660.8
1979,C,190,"8,455","1,595",2.87,2603.,15.4,26.5,55.0,0.0,752.2
2008,C,800,"13,688","1,979",4.57,13998.,56.6,40.6,0.0,139.2,613.8
1987,S,340,"7,720","1,454",2.50,1457.,20.7,15.4,0.0,53.3,704.4
2008,C,600,"12,590","2,125",4.12,8669.,38.9,46.5,0.0,124.8,613.1
2006,C,700,"12,112","2,200",3.85,8952.,46.3,44.3,104.5,99.1,612.4
2005,C,750,"11,280","1,996",3.75,7014.,39.7,36.1,0.0,89.5,638.8
1998,C,450,"9,500","1,925",3.23,3900.,26.4,27.6,60.9,53.0,671.4
2004,C,560,"13,990","2,050",4.34,11002.,46.3,60.3,0.0,122.4,605.4
1977,S,400,"7,640","1,774",2.38,1286.,19.1,17.1,41.1,0.0,686.4
2001,C,560,"10,757","2,119",3.52,4848.,37.1,31.8,0.0,107.9,618.7
2001,C,640,"13,720","1,655",4.29,9781.,49.6,50.4,0.0,123.7,621.2
1991,R,590,"10,632","2,001",3.49,4146.,41.8,26.9,89.5,0.0,617.3
2009,R,805,"12,240","2,473",3.90,7585.,52.9,49.9,0.0,142.9,572.5
2012,R,650,"11,950","2,379",3.88,8442.,51.3,40.4,0.0,139.6,590.3
2010,C,945,"13,305","2,676",4.05,9095.,64.5,48.9,0.0,189.5,546.6
1981,R,420,"9,496","1,790",2.92,2390.,30.2,24.8,51.3,0.0,643.8
1990,C,480,"12,605","2,464",3.99,9100.,45.3,51.9,0.0,124.0,612.5
1995,C,510,"8,500","1,412",2.95,3377.,21.4,20.2,64.2,64.5,731.5
1982,C,500,"11,240","1,980",3.81,6933.,30.0,46.5,83.9,0.0,676.9
1988,C,400,"12,222","2,000",3.89,9585.,38.6,49.3,109.7,0.0,650.3
1997,C,790,"11,910","1,897",3.77,7004.,46.5,42.4,102.6,96.7,608.2
2005,C,679,"12,480","2,384",3.92,8090.,52.5,40.1,0.0,113.9,590.6
1998,C,440,"9,500","1,921",3.23,3821.,26.0,29.0,60.3,0.0,689.5
1977,C,300,"10,488","2,031",3.27,5365.,21.8,43.8,82.4,0.0,687.2
2003,C,550,"9,980","2,036",3.21,4157.,34.6,26.7,79.7,0.0,635.3
2000,C,650,"12,016","2,183",3.79,7864.,43.3,42.2,108.8,0.0,616.6
2018,C,1030,"14,950","2,978",4.53,11050.,82.0,62.0,0.0,227.8,521.9
2005,C,610,"10,600","2,173",3.25,4499.,42.3,32.3,94.1,0.0,602.2
2002,C,713,"13,096","2,612",3.79,8025.,66.5,43.7,149.8,141.4,559.1
1988,C,657,"12,150","2,205",3.75,6806.,33.7,45.9,111.9,0.0,623.8
2006,C,450,"10,750","1,907",3.65,5850.,32.6,35.5,0.0,0.0,661.8
1999,C,500,"14,506","2,302",4.51,12501.,61.8,59.0,0.0,134.0,609.6
2005,C,650,"11,292","2,084",3.70,6140.,45.3,33.7,103.0,105.8,610.0
2007,C,620,"13,665","2,358",4.20,11198.,59.9,52.5,0.0,171.0,575.8
1981,C,760,"13,000","2,037",3.71,9872.,42.0,59.7,0.0,109.0,634.7
1989,C,400,"11,415","2,020",3.77,5501.,32.1,26.4,0.0,0.0,654.6
1984,C,560,"13,100","2,148",4.18,10559.,39.4,58.2,97.8,0.0,638.5
2014,C,600,"13,512","2,226",4.37,11608.,59.2,51.4,0.0,175.3,585.4
2008,C,600,"13,600","2,302",4.29,10608.,58.8,60.0,148.7,154.3,572.8
2002,C,400,"8,300","1,780",3.01,2720.,27.3,20.1,61.5,0.0,680.1
1992,C,400,"11,947","2,334",3.78,5608.,47.8,42.9,89.5,0.0,587.6
2005,C,800,"12,950","2,366",3.92,10002.,51.3,44.6,121.6,0.0,592.9
1996,R,475,"9,435","2,141",3.04,2311.,34.4,20.3,0.0,86.4,596.0
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2010,C,450,"11,990","2,085",3.99,7756.,41.1,37.8,0.0,0.0,684.2
2009,S,320,"7,490","1,770",2.78,1397.,20.8,12.1,0.0,40.8,695.2
1993,C,430,"9,125","1,942",3.03,2853.,30.9,17.9,0.0,55.7,650.5
2007,C,650,"11,390","2,048",3.71,6224.,44.5,34.9,0.0,86.3,618.4
1968,C,500,"11,269","1,762",2.77,5500.,29.0,38.2,80.0,0.0,703.5
2007,R,832,"12,800","2,592",3.91,4150.,63.7,42.5,0.0,174.6,496.5
2007,C,960,"19,000","2,996",5.21,26680.,132.2,78.2,0.0,252.8,500.9
2007,C,1020,"15,809","3,010",4.49,11115.,81.5,68.1,0.0,236.4,501.2
2010,R,1145,"15,856","3,335",4.44,7200.,94.3,64.7,0.0,276.5,442.2
1999,C,500,"10,020","2,185",3.26,5481.,31.1,38.9,77.0,0.0,651.4
2004,C,550,"11,215","2,382",3.59,7006.,37.5,35.2,80.3,0.0,636.3
2007,C,950,"14,550","2,829",4.09,10388.,75.2,55.4,165.8,0.0,534.5
2008,C,1100,"14,100","2,615",4.25,12171.,66.5,54.1,157.3,0.0,565.5
1997,S,350,"7,515","1,603",2.57,1334.,20.8,12.0,42.1,0.0,677.8
2001,C,660,"12,475","2,735",3.81,6586.,46.6,39.6,0.0,113.4,583.2
2002,R,1240,"15,909","2,887",3.88,11581.,97.8,63.9,211.3,207.6,498.1
1997,C,400,"11,330","2,015",3.78,6237.,28.5,36.1,0.0,83.2,696.8
1992,C,750,"12,510","2,120",3.90,8100.,41.9,52.7,116.4,0.0,606.0
2001,C,450,"10,640","2,226",3.46,5658.,39.2,39.5,81.3,105.4,619.1
2012,C,700,"12,890","2,407",3.98,9033.,52.5,45.2,0.0,106.0,589.2
2004,C,900,"13,050","2,472",3.89,8300.,65.4,69.1,0.0,105.3,566.6
2001,C,500,"10,650","2,152",3.58,5674.,30.6,40.0,0.0,79.8,644.1
2003,C,1200,"20,300","4,016",4.98,22712.,128.8,97.4,0.0,360.8,467.0
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1992,C,745,"11,360","2,097",3.66,5395.,38.1,34.5,108.9,86.2,613.0
1994,C,540,"9,978","1,823",3.28,4556.,36.7,33.8,71.5,0.0,639.6
2001,C,650,"10,757","2,139",3.52,5157.,37.3,39.7,0.0,115.8,612.5
2004,C,540,"10,450","2,139",3.48,5585.,31.2,37.6,79.4,0.0,649.0
2001,C,560,"10,944","2,109",3.71,6811.,38.4,41.8,80.1,0.0,639.9
2006,C,820,"12,350","2,499",3.65,6904.,54.1,45.8,129.1,0.0,567.8
2007,C,1016,"14,000","2,772",4.16,9162.,68.0,61.3,0.0,219.2,522.5
2011,C,480,"9,960","2,047",3.35,4766.,31.3,26.8,85.9,74.7,649.9
2008,C,800,"13,665","2,767",4.20,11519.,59.0,54.3,150.1,0.0,571.5
2005,C,570,"9,982","1,996",3.37,4557.,35.6,33.1,82.4,0.0,630.9
2001,C,941,"13,829","2,837",3.89,9931.,79.3,56.1,153.9,153.5,534.9
2001,C,550,"10,640","2,089",3.46,5890.,39.0,27.6,91.0,0.0,638.0
2003,C,629,"10,350","1,804",3.48,5092.,36.6,29.8,73.0,70.3,647.0
2003,C,600,"10,300","1,984",3.48,5831.,33.3,34.7,76.9,0.0,655.8
2005,C,615,"10,600","2,181",3.25,4637.,42.9,32.6,92.0,71.9,605.0
2012,C,620,"10,860","2,095",3.54,4695.,40.9,29.5,99.0,110.1,595.1
2004,C,750,"12,225","2,079",3.76,7520.,49.9,39.5,108.9,0.0,597.2
2007,C,670,"14,730","2,251",4.71,15101.,51.8,55.0,0.0,130.9,616.6
2001,C,680,"10,640","2,218",3.46,5508.,38.9,36.9,82.1,0.0,627.0
1980,C,360,"10,050","1,879",3.15,5300.,22.8,37.0,78.9,0.0,690.0
1997,S,270,"6,400","1,522",2.56,635.,18.4,9.9,0.0,41.4,689.6
1986,C,400,"10,415","1,799",3.40,5315.,26.4,37.1,87.0,0.0,671.1
2011,C,580,"11,085","2,219",3.27,4482.,36.3,32.0,0.0,129.9,584.9
2011,C,1000,"20,460","3,221",5.45,27414.,138.4,109.0,0.0,352.6,476.6
2009,S,245,"6,190","1,433",2.36,636.,18.9,8.6,0.0,37.6,696.1
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1998,C,520,"9,500","1,924",3.23,3871.,26.8,21.3,58.3,0.0,677.6
1984,C,650,"12,613","2,320",3.89,8813.,37.3,58.0,116.0,0.0,622.9
1988,C,450,"12,180","2,418",3.99,9000.,36.9,53.0,111.3,0.0,634.1
1995,R,430,"9,400","1,900",3.50,2850.,40.4,26.0,0.0,87.0,594.6
2004,C,450,"13,715","2,275",4.27,9627.,50.2,56.4,118.1,0.0,591.4
1978,C,500,"10,240","1,857",3.39,5461.,23.3,41.0,72.2,0.0,693.7
2003,C,640,"12,060","2,112",3.89,8935.,44.4,41.5,0.0,91.4,627.3
1979,R,400,"9,530","1,797",3.18,2400.,29.1,20.8,44.1,36.5,665.3
1980,R,640,"11,300","1,986",3.75,5454.,30.7,42.2,111.9,122.4,631.8
1980,C,380,"9,420","1,656",3.30,2893.,28.3,19.9,41.8,0.0,697.0
1980,C,450,"10,800","1,990",3.48,5924.,27.2,43.9,88.9,0.0,680.2
2003,C,800,"13,352","2,636",3.97,9818.,61.6,57.6,122.3,0.0,571.4
2010,C,583,"9,979","2,260",3.29,4203.,35.3,29.1,83.0,0.0,623.0
2010,C,480,"9,515","1,935",3.21,4091.,35.1,30.1,79.9,0.0,637.0
2011,C,570,"9,991","1,915",3.22,4230.,35.1,30.5,95.3,0.0,617.9
2008,C,640,"14,100","2,618",4.25,12290.,65.2,48.8,0.0,183.1,568.4
1992,S,430,"8,081","2,123",2.69,853.,29.2,17.6,0.0,70.7,566.5
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2005,C,720,"11,360","1,759",3.94,6910.,30.4,42.6,0.0,82.2,657.7
1979,R,480,"9,492","1,904",3.25,3053.,28.4,19.4,56.8,0.0,664.6
2011,S,400,"8,070","1,672",2.81,1598.,18.5,12.9,0.0,41.3,696.4
1989,C,360,"9,300","1,449",2.97,4100.,19.7,27.3,51.6,0.0,724.6
2004,C,480,"10,427","2,133",3.48,5673.,28.6,38.5,95.2,95.9,643.7
1969,S,300,"8,180","1,302",1.90,1037.,16.3,8.5,36.4,0.0,703.8
1969,S,300,"8,180","1,302",1.90,1037.,16.3,8.5,36.4,0.0,703.8
1969,S,300,"8,180","1,302",1.90,1037.,16.3,8.5,36.4,0.0,703.8
1980,C,320,"11,250","2,013",3.61,5492.,42.1,34.0,72.2,0.0,644.1
1995,C,430,"7,550","1,501",2.52,2241.,20.5,17.1,0.0,50.4,735.9
2002,C,880,"11,913","2,051",3.84,8041.,44.4,42.8,104.0,104.0,614.2
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1994,S,385,"7,495","1,677",2.43,1123.,19.9,14.5,0.0,57.5,666.9
1994,S,405,"7,495","1,680",2.43,1143.,20.1,14.9,0.0,55.6,664.5
1996,R,540,"9,435","2,140",3.04,2324.,35.3,20.7,67.3,52.5,602.1
1996,R,495,"9,435","2,157",3.04,2507.,35.8,20.0,85.9,66.1,599.0
2007,C,813,"12,697","2,555",3.70,6465.,59.8,45.9,0.0,170.4,537.2
2008,R,1140,"15,837","3,581",4.43,7383.,95.5,64.3,0.0,265.6,447.2
2014,C,675,"10,300","1,893",3.54,4441.,37.6,32.4,92.3,85.7,617.3
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2000,S,326,"6,623","1,586",2.54,760.,18.8,10.4,0.0,50.0,672.9
2006,C,680,"13,150","2,164",4.23,11207.,62.4,44.5,0.0,153.2,584.8
2011,C,650,"10,980","1,925",3.65,4729.,37.2,27.8,0.0,90.3,632.8
2009,C,350,"10,660","2,206",3.64,5724.,38.0,31.5,0.0,99.5,633.4
2005,R,629,"9,680","2,163",2.94,1722.,42.6,23.6,0.0,125.5,534.6
1994,S,400,"7,495","1,666",2.43,1013.,20.6,13.6,0.0,61.1,652.6
1968,C,270,"6,000",0.966,2.05,802.,10.0,12.3,24.6,0.0,808.2
1989,S,245,"6,853","1,169",2.41,848.,13.8,9.3,30.3,0.0,745.1
2012,S,340,"6,910","1,382",2.25,811.,16.0,10.0,0.0,45.6,673.3
2001,C,750,"14,730","2,136",4.49,12651.,39.9,73.7,0.0,0.0,632.5
2005,C,770,"12,957","2,377",3.95,9204.,57.5,45.5,137.2,137.0,577.4
1997,C,600,"11,330","1,930",3.78,6237.,28.4,40.7,0.0,71.8,688.0
1968,C,300,"8,292","1,225",2.19,1264.,15.6,10.4,30.3,0.0,747.5
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
1983,C,420,"13,890","2,243",4.27,12869.,44.4,70.0,157.4,0.0,606.9
2006,C,500,"11,990","1,966",4.05,8408.,49.5,50.3,0.0,89.0,627.6
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
1984,C,640,"13,490","3,109",4.19,10002.,58.7,66.4,105.8,0.0,581.2
1984,C,490,"10,160","1,933",3.41,3686.,36.7,30.6,60.5,0.0,644.8
1984,C,420,"10,100","1,792",3.28,4820.,22.4,37.3,67.1,0.0,708.4
1997,C,640,"11,924","2,414",3.77,7061.,46.0,37.9,0.0,121.9,599.9
2005,C,625,"9,982","2,026",3.37,4986.,33.5,31.2,76.1,0.0,643.7
1998,C,490,"10,025","1,928",3.43,5036.,30.8,35.1,0.0,74.3,659.6
1973,C,320,"7,800","1,598",2.71,2326.,14.3,24.0,45.4,0.0,762.4
2005,C,450,"11,313","1,976",3.66,7435.,42.7,37.2,0.0,75.8,638.7
1980,C,250,"10,385","1,823",3.31,4712.,21.0,36.6,65.6,0.0,723.1
1973,C,320,"9,150","1,714",3.02,3500.,17.9,29.6,0.0,53.2,751.0
1901,S,170,"6,630","1,617",2.45,661.,22.2,7.9,0.0,43.6,665.5
1998,C,420,"9,500","1,924",3.23,3871.,22.3,27.3,58.6,0.0,691.1
1979,C,500,"10,050","1,840",3.15,4757.,23.6,44.4,84.3,0.0,670.4
2005,C,615,"9,982","2,007",3.37,4729.,34.3,31.3,0.0,89.3,636.5
2014,C,660,"17,400","3,271",5.03,23684.,107.5,85.5,0.0,249.2,504.1
2014,C,400,"10,500","2,121",3.54,5182.,39.5,32.8,0.0,120.7,613.2
2001,C,380,"10,640","2,218",3.46,5489.,40.0,31.6,0.0,110.6,626.4
1997,S,350,"7,515","2,136",2.57,1428.,23.0,14.2,0.0,48.2,666.7
2004,C,673,"11,345","2,313",3.47,6479.,41.6,37.2,99.8,0.0,613.1
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2010,C,450,"12,600","2,000",4.08,9015.,46.2,47.2,0.0,124.5,613.7
2003,C,420,"9,965","2,069",3.29,4656.,26.0,29.4,0.0,0.0,709.2
1977,C,190,"8,700","1,705",2.86,3540.,17.4,29.3,64.4,0.0,740.1
1998,C,320,"12,900","2,308",3.99,9287.,51.5,61.8,0.0,111.2,593.0
2001,C,490,"10,640","2,214",3.46,5462.,38.6,39.3,81.7,0.0,627.1
2001,C,870,"15,045","2,576",4.69,14356.,64.5,57.5,0.0,148.0,576.0
2002,S,310,"6,740","1,516",2.49,789.,20.4,11.0,0.0,48.6,673.9
2003,C,640,"13,330","2,303",4.23,10156.,49.9,43.4,127.2,0.0,601.8
2009,C,500,"11,900","2,067",3.98,8895.,37.5,44.4,0.0,113.2,638.5
2007,C,420,"9,790","1,933",3.43,3680.,30.6,27.8,83.6,70.2,631.7
2009,R,480,"9,980","2,110",2.99,3000.,39.5,26.2,0.0,110.9,567.9
2005,C,350,"6,400","1,797",2.50,1232.,13.9,10.7,0.0,33.0,775.3
1989,C,360,"8,500","1,776",2.96,2942.,13.7,13.5,39.4,0.0,806.2
2003,C,650,"16,930","2,809",4.82,25555.,81.1,96.4,0.0,201.8,561.8
1988,C,700,"13,425","2,244",4.19,10947.,47.4,63.4,130.4,0.0,605.9
1990,S,265,"7,060","1,537",2.37,888.,16.9,11.6,36.5,0.0,711.1
1996,R,530,"9,435","2,129",3.04,2178.,35.8,21.4,88.1,0.0,574.0
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1970,C,550,"13,940","2,371",4.03,15051.,49.0,82.0,0.0,160.9,608.6
1992,S,420,"8,090","1,574",2.69,970.,22.5,16.1,58.1,64.5,600.1
1979,R,500,"9,530","1,714",3.18,2557.,29.3,17.8,55.9,0.0,663.9
