YEAR,D,CREW,LOA,DRAFT,BMAX,DSPL,MAIN,GENOA,SYM,ASYM,GPH
2002,S,170,"6,500","1,822",3.00,1117.,27.9,15.8,0.0,60.4,661.7
1978,C,560,"11,841","2,115",3.82,8162.,29.6,56.3,105.7,0.0,646.6
1989,C,490,"10,800","1,947",3.72,5458.,31.0,36.3,0.0,77.3,664.9
1992,R,450,"13,500","2,570",3.51,6103.,57.3,54.6,116.2,148.4,540.0
2007,C,640,"11,820","1,901",3.93,8260.,39.1,39.9,0.0,89.2,641.8
1982,C,680,"12,370","1,900",3.60,7600.,39.7,64.7,134.2,0.0,617.5
2011,C,700,"13,980","2,579",4.29,10304.,66.5,54.1,0.0,146.2,556.9
2005,C,500,"11,280","1,996",3.75,7014.,44.3,23.8,0.0,77.9,651.4
2007,C,935,"14,550","3,001",4.08,9417.,78.3,59.0,0.0,200.0,519.8
1973,C,1200,"19,680","2,905",4.95,31801.,70.5,121.1,0.0,261.8,560.0
2005,C,380,"11,313","2,148",3.66,7216.,45.2,39.8,0.0,103.1,618.4
2008,C,900,"14,100","2,597",4.25,11699.,68.7,58.5,168.8,161.8,554.0
2005,C,640,"10,600","2,173",3.25,4487.,42.8,33.0,92.2,0.0,602.6
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2016,C,700,"15,381","2,753",4.53,14199.,85.5,59.6,0.0,0.0,514.7
1986,C,460,"12,060","2,247",3.97,6557.,34.7,60.1,111.0,0.0,600.7
1991,C,444,"9,600","1,799",3.23,4518.,25.3,31.3,69.7,0.0,682.1
1998,C,700,"11,850","1,845",3.85,7239.,31.2,43.0,0.0,94.7,662.4
2001,C,400,"10,650","2,146",3.58,5624.,33.8,38.2,82.0,0.0,640.2
2009,C,640,"10,660","2,226",3.64,6022.,41.3,31.4,94.4,107.4,623.3
2002,C,2421,"27,380","4,070",6.51,47000.,209.3,185.5,0.0,453.0,425.3
2003,C,650,"12,903","2,186",3.95,8600.,51.5,42.0,115.2,94.7,594.8
1978,C,270,"7,520","1,346",2.52,872.,15.6,12.4,33.2,0.0,711.9
2011,C,600,"10,150","2,106",3.31,4571.,35.3,28.0,0.0,101.7,618.6
2013,C,860,"11,990","2,530",4.00,6847.,55.0,43.1,0.0,175.5,558.9
2006,C,700,"12,190","2,237",3.64,7377.,48.7,43.9,0.0,140.6,582.8
2005,C,700,"12,469","2,496",3.93,7855.,52.7,42.7,137.4,135.1,580.3
1999,C,685,"11,785","2,376",3.79,7298.,44.6,45.9,107.2,107.4,603.0
1983,C,300,"9,420","1,659",3.30,2917.,25.9,18.4,56.7,0.0,704.9
2001,C,650,"10,640","2,208",3.46,5309.,39.2,39.5,83.2,0.0,620.6
2001,C,500,"10,640","2,177",3.46,5324.,39.3,38.0,0.0,100.1,622.1
2007,C,800,"13,500","2,789",4.09,6350.,66.0,52.7,0.0,186.6,517.9
2011,C,540,"13,250","1,933",4.35,10278.,46.8,55.0,0.0,130.0,605.7
2005,C,700,"12,480","2,348",3.92,7247.,52.9,43.0,122.5,0.0,579.7
1999,C,600,"11,624","1,893",3.99,7721.,31.3,42.8,90.1,95.3,658.0
1988,C,400,"15,828","2,323",4.75,18000.,62.2,86.8,0.0,162.8,589.1
1988,C,180,"13,425","2,244",4.19,10947.,43.9,61.5,137.1,105.9,615.8
1978,C,350,"9,160","1,696",3.01,3570.,18.6,32.7,60.9,0.0,707.5
1990,C,500,"12,720","2,205",3.98,9000.,33.8,60.8,0.0,104.8,633.7
1982,R,600,"9,120","1,791",3.25,2925.,18.0,28.6,58.5,0.0,698.6
2013,C,1200,"18,325","3,599",4.81,17296.,115.3,87.5,0.0,321.6,470.1
1993,C,380,"9,070","1,742",2.99,2992.,24.8,27.2,0.0,58.3,665.1
1998,C,589,"9,500","1,925",3.23,3895.,26.5,32.5,63.6,0.0,663.6
2000,C,802,"12,016","2,439",3.79,7655.,45.4,50.0,106.3,98.8,597.6
2013,C,680,"10,800","2,160",3.55,5293.,37.5,31.4,0.0,111.2,611.3
2006,S,370,"7,925","1,907",2.51,1158.,24.4,15.0,45.5,0.0,641.7
2006,C,520,"14,990","2,380",4.37,13738.,67.6,68.5,0.0,195.9,562.0
2005,C,630,"10,600","2,175",3.25,4531.,40.7,33.1,86.5,0.0,607.5
1993,C,1260,"15,000","2,593",4.28,14207.,61.4,84.7,0.0,166.2,558.7
1986,C,850,"11,960","2,033",3.75,8588.,37.0,31.7,109.3,0.0,650.6
2012,C,750,"16,250","3,068",4.95,18125.,89.0,64.9,0.0,215.8,540.6
2006,C,890,"12,350","2,502",3.65,6991.,54.2,44.7,130.4,0.0,568.3
1988,C,1000,"19,680","3,138",5.02,15395.,95.4,69.5,0.0,196.7,494.0
1998,C,700,"11,710","2,420",3.94,7427.,48.2,44.7,80.4,0.0,614.7
2004,C,350,"11,215","2,080",3.59,6752.,35.8,40.4,0.0,0.0,666.3
2016,C,650,"12,600","2,264",4.15,8458.,57.6,43.2,0.0,126.6,583.7
1998,C,500,"11,850","1,845",3.85,7239.,36.8,43.6,92.0,80.5,627.5
2001,C,640,"16,122","2,214",4.75,21499.,48.0,74.8,0.0,0.0,661.1
2000,C,700,"13,720","1,937",4.29,9603.,54.5,62.5,0.0,104.4,616.3
2007,C,650,"12,000","2,527",3.79,6662.,49.3,37.0,124.3,0.0,574.5
2001,C,400,"12,895","2,144",3.99,9001.,38.5,50.7,0.0,108.2,624.0
1986,C,500,"11,358","1,927",3.59,6304.,28.3,54.6,0.0,0.0,686.6
1995,C,768,"11,990","2,566",3.84,4936.,54.9,37.6,0.0,137.7,551.3
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2003,C,635,"10,300","1,962",3.48,5475.,32.4,30.5,67.6,0.0,660.4
2006,C,738,"15,000","2,778",4.36,12883.,69.1,67.1,0.0,185.0,551.3
1997,C,750,"11,330","2,015",3.78,6237.,31.1,39.3,78.0,0.0,675.6
2000,C,450,"12,016","2,414",3.79,7144.,43.7,40.6,0.0,98.5,612.8
2009,C,610,"10,660","2,203",3.64,5638.,39.8,30.2,96.3,0.0,626.6
2008,C,760,"13,600","2,301",4.29,10635.,63.3,51.2,143.3,0.0,576.6
1994,C,650,"14,030","2,435",4.38,11754.,47.0,75.6,152.2,0.0,591.0
1986,C,640,"13,207","2,398",4.20,8963.,43.4,60.0,0.0,136.8,594.7
1996,R,460,"9,435","2,153",3.04,2452.,36.0,20.4,86.9,91.6,596.7
2008,C,800,"17,100","2,650",5.20,24251.,70.5,95.2,0.0,207.6,559.1
2015,C,1600,"23,400","4,247",5.85,31052.,203.6,150.8,0.0,584.1,411.9
2016,C,980,"15,235","3,459",4.19,8150.,92.4,67.0,0.0,236.1,468.8
2007,C,800,"12,700","2,563",3.70,6769.,60.3,46.4,0.0,174.9,541.4
1996,S,255,"7,495","1,760",2.42,850.,18.8,15.9,47.1,0.0,652.4
1982,R,700,"9,960","1,722",2.92,1128.,32.0,26.1,0.0,81.9,519.9
1985,R,640,"11,590","2,043",3.50,4676.,42.0,38.4,86.4,0.0,608.4
1992,S,420,"8,090","1,578",2.69,1010.,22.5,16.0,0.0,64.5,606.3
1996,C,584,"9,530","1,907",3.19,3469.,30.8,27.8,61.0,0.0,641.3
1992,C,700,"13,500","2,349",3.51,5976.,63.5,44.9,96.1,0.0,551.0
1991,C,400,"12,500","2,225",3.89,7871.,40.4,53.2,0.0,98.0,612.3
2012,C,450,"13,600","2,629",4.18,11500.,63.0,45.1,0.0,131.8,575.0
2011,C,420,"12,990","2,195",4.24,9880.,41.1,37.4,0.0,0.0,616.1
1990,C,950,"14,340","2,406",4.36,12926.,57.6,66.8,0.0,134.9,586.7
1996,C,670,"12,024","2,567",3.70,5510.,49.4,52.9,112.9,0.0,567.6
1996,C,585,"9,530","1,929",3.19,3776.,31.2,26.6,70.3,62.4,642.3
1997,C,660,"11,924","2,426",3.77,7340.,46.9,47.9,105.0,87.3,597.2
1994,R,800,"12,497","2,665",4.01,5810.,60.0,48.1,0.0,182.8,534.6
2007,C,500,"12,270","2,137",3.88,8965.,49.4,39.0,0.0,137.5,605.2
2001,C,560,"10,640","2,218",3.46,5498.,38.0,35.2,81.9,0.0,631.6
1998,C,450,"9,500","1,924",3.23,3870.,25.6,28.6,64.0,63.1,671.8
2009,C,940,"15,000","3,494",4.23,8607.,80.4,62.0,0.0,235.1,489.7
2012,C,740,"12,500","2,244",3.82,7978.,53.0,42.0,129.9,0.0,580.6
2009,C,640,"10,660","2,215",3.64,5879.,40.3,31.2,90.7,0.0,627.5
2007,C,950,"14,500","2,952",4.08,9944.,74.1,56.3,178.0,0.0,528.6
2000,C,625,"12,016","2,442",3.79,7746.,41.5,40.7,0.0,91.4,620.1
1983,C,860,"13,750","2,614",4.11,11008.,46.8,72.8,145.9,0.0,583.6
2014,C,630,"10,300","1,891",3.54,4421.,37.3,31.9,92.8,0.0,621.2
1999,R,1060,"14,863","3,074",4.15,7873.,84.4,53.4,193.3,191.9,503.4
1994,S,410,"7,495","1,681",2.43,1151.,19.7,14.0,39.8,0.0,676.8
2001,C,739,"11,990","2,364",3.79,6486.,47.9,48.7,0.0,116.5,588.2
2003,C,840,"12,425","2,597",3.57,6800.,50.3,48.2,110.1,0.0,579.1
2006,C,690,"11,220","1,996",3.48,5843.,45.0,35.9,95.5,124.2,604.6
2014,C,645,"10,300","1,895",3.54,4472.,37.1,32.5,91.2,73.7,619.7
2013,C,560,"10,800","2,201",3.55,5131.,39.1,32.5,0.0,112.2,605.8
2016,C,600,"9,970","1,940",3.72,6018.,29.8,21.5,0.0,0.0,736.1
2003,C,936,"13,720","2,761",4.21,10962.,58.9,54.7,148.0,0.0,568.0
2011,R,1170,"15,850","3,492",4.42,7140.,100.4,64.5,0.0,268.6,438.8
2013,C,560,"11,293","2,000",3.76,7224.,41.5,33.5,0.0,102.5,630.8
1994,S,380,"7,495","1,677",2.43,1110.,19.9,15.1,0.0,57.4,661.9
1997,R,860,"12,474","2,317",4.08,6268.,61.5,41.2,136.8,107.3,550.8
1995,C,960,"14,945","1,765",4.79,14000.,54.4,64.0,0.0,159.8,606.8
1996,R,590,"9,435","2,147",3.04,2409.,36.1,20.5,66.4,0.0,603.3
2016,C,800,"15,381","2,753",4.53,14201.,82.9,62.0,0.0,246.5,505.3
1993,C,350,"12,688","1,822",4.13,9051.,42.0,42.6,0.0,122.2,635.3
2007,C,570,"16,000","3,285",4.18,13153.,82.9,54.8,0.0,186.7,513.1
2012,C,500,"12,890","2,004",3.98,9033.,51.1,43.8,0.0,133.8,592.8
1997,R,772,"12,411","2,608",3.96,5311.,63.7,39.3,156.4,172.0,532.2
2002,C,855,"13,730","2,744",4.15,9188.,64.2,62.5,158.6,117.7,547.7
1982,C,300,"7,858","1,574",3.02,1664.,21.9,16.8,48.1,0.0,704.8
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2004,C,480,"9,350","1,897",3.31,4891.,34.6,22.6,0.0,60.1,674.4
2002,C,400,"11,913","2,021",3.84,7379.,43.0,42.6,0.0,91.9,630.6
1999,C,550,"11,320","1,959",3.59,7393.,36.5,39.1,0.0,98.0,641.9
2012,C,700,"13,600","2,392",4.50,9650.,60.5,63.2,0.0,175.7,549.4
2001,C,780,"14,730","2,096",4.49,11515.,38.7,59.5,0.0,125.3,616.8
2012,C,850,"12,890","2,415",3.98,9269.,58.9,50.2,0.0,161.7,566.4
1999,C,750,"14,985","2,013",4.77,15003.,44.6,79.3,0.0,0.0,629.3
2004,S,280,"8,500","1,999",2.20,1222.,28.1,17.4,0.0,72.3,608.1
1968,C,270,"6,000",0.966,2.05,802.,10.0,12.3,24.6,0.0,808.2
2006,C,650,"11,990","1,944",4.05,8200.,50.1,40.4,0.0,106.7,615.5
1968,C,270,"6,000",0.966,2.05,802.,10.0,12.3,24.6,0.0,808.2
2005,C,528,"9,982","2,004",3.37,4631.,34.6,31.5,86.5,76.5,633.0
1978,C,400,"10,540","1,196",3.64,6133.,21.5,41.1,0.0,79.8,771.7
2005,C,600,"12,480","2,148",3.92,7444.,48.9,44.1,116.4,0.0,589.6
2008,C,600,"12,590","2,166",4.12,9803.,41.2,40.0,0.0,131.3,626.6
1998,C,450,"10,025","1,907",3.43,4873.,32.1,30.6,65.0,0.0,663.2
2010,R,605,"10,320","2,526",3.01,2694.,40.0,29.4,0.0,115.9,563.2
2010,C,600,"13,698","2,259",3.86,10301.,61.2,45.9,0.0,120.8,573.2
2010,C,929,"13,305","2,669",4.05,8985.,66.9,55.1,0.0,187.7,543.6
2003,C,560,"10,300","1,976",3.48,5696.,33.6,35.0,75.7,0.0,651.0
1987,R,552,"10,034","1,854",3.37,3413.,37.9,20.9,60.8,0.0,641.8
2011,C,620,"11,300","2,416",3.68,6425.,40.8,37.2,103.0,0.0,613.9
2002,C,640,"10,944","2,080",3.71,6305.,36.5,43.6,81.6,0.0,644.3
2011,C,630,"11,300","2,387",3.68,5812.,43.9,36.2,102.8,0.0,604.0
1981,C,800,"18,000","2,409",4.75,29001.,31.7,55.0,0.0,115.9,673.4
2004,S,320,"6,360","1,078",2.49,1165.,13.8,9.2,27.3,0.0,780.4
1988,C,560,"13,425","2,244",4.19,10947.,35.8,52.7,110.8,0.0,649.5
1984,C,650,"15,920","2,433",3.70,9102.,55.4,84.5,185.8,0.0,522.6
1973,C,370,"9,150","1,719",3.02,3557.,15.8,29.4,63.3,0.0,754.9
1989,S,600,"8,085","1,893",2.81,1393.,23.9,17.9,40.7,0.0,637.2
1989,C,700,"10,800","2,001",3.72,6431.,32.2,37.0,81.6,0.0,686.0
1982,C,1499,"19,967","3,223",5.32,36610.,104.8,143.3,0.0,336.0,518.4
2007,C,750,"12,525","2,306",4.14,9638.,43.3,46.5,125.1,0.0,615.8
1979,C,350,"9,100","1,740",3.06,3916.,20.9,29.4,73.4,0.0,716.3
2006,C,720,"11,310","2,010",3.68,6472.,45.4,35.2,99.5,0.0,618.7
2011,C,715,"11,820","2,149",3.69,7145.,50.2,39.9,119.4,128.9,590.8
2006,C,750,"12,350","2,507",3.65,7097.,53.4,45.1,129.5,0.0,571.7
1984,C,450,"9,950","1,807",3.28,5073.,25.1,42.0,75.2,0.0,694.7
1983,C,693,"10,900","1,890",3.61,5410.,25.9,39.6,81.8,0.0,665.3
1977,C,400,"7,810","1,377",2.77,1822.,15.5,18.4,37.2,0.0,775.1
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
1996,C,600,"11,320","2,314",3.76,6401.,35.2,40.8,87.5,0.0,640.8
2004,C,890,"13,715","2,781",4.22,11095.,57.3,47.2,124.0,122.7,578.8
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2000,C,800,"13,720","1,950",4.29,9978.,44.7,58.6,0.0,107.8,620.7
2018,R,595,"9,714","2,491",3.45,3160.,40.3,32.0,0.0,110.2,569.1
1986,R,1250,"15,981","3,416",4.30,6268.,97.5,53.6,0.0,270.8,455.7
2000,C,700,"12,100","2,402",3.78,6370.,49.9,52.3,106.7,0.0,579.7
1994,C,580,"10,045","2,160",3.31,4260.,35.0,26.2,72.6,0.0,638.3
2005,C,500,"9,982","2,023",3.37,4972.,32.5,32.6,0.0,81.0,645.9
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2012,C,860,"13,290","2,390",3.98,8819.,59.7,49.8,139.7,143.9,561.6
2011,C,715,"11,820","2,145",3.69,7038.,49.6,42.9,112.8,91.8,595.0
2011,C,740,"11,580","2,120",3.67,7150.,47.4,38.5,119.9,132.5,594.9
1979,C,310,"8,775","1,633",3.06,1931.,22.5,19.9,36.5,0.0,720.3
2006,R,930,"12,980","2,745",3.91,7737.,62.3,49.7,0.0,184.2,539.2
2006,R,930,"12,980","2,745",3.91,7737.,62.3,49.7,0.0,184.2,539.2
2006,C,680,"11,220","2,033",3.48,5771.,45.6,34.9,96.9,95.4,608.6
1974,C,350,"7,800","1,469",2.63,2137.,15.7,24.1,45.0,0.0,753.8
2001,C,630,"10,757","2,067",3.52,4749.,37.7,31.8,90.7,85.2,622.0
2004,C,600,"12,060","2,092",3.89,8455.,43.2,40.1,0.0,111.9,624.8
1997,C,650,"11,924","2,421",3.77,7226.,48.5,49.9,125.6,116.0,584.7
2001,C,590,"11,918","2,464",3.80,8195.,45.0,34.0,100.2,0.0,622.7
2001,C,660,"10,640","2,229",3.46,5719.,40.5,30.9,92.3,70.1,628.7
2008,C,650,"14,100","2,629",4.25,12584.,63.4,45.6,0.0,181.2,573.9
2013,R,655,"10,970","2,605",3.46,3926.,49.2,35.2,0.0,144.9,537.6
2008,C,1035,"14,100","2,603",4.25,11809.,67.5,58.2,182.2,181.4,552.4
2012,C,720,"12,890","2,431",3.98,9788.,48.5,42.0,0.0,150.3,579.3
2018,C,966,"14,950","2,961",4.53,10600.,79.5,61.3,185.7,240.8,518.0
2006,C,760,"12,960","2,749",3.91,7769.,62.1,48.9,0.0,184.7,543.1
2017,C,950,"14,495","2,486",4.48,15459.,71.8,58.1,0.0,191.6,561.3
1973,C,500,"12,527","2,076",3.66,10654.,32.5,52.9,0.0,107.0,666.0
1977,S,400,"7,640","1,774",2.38,1286.,19.1,17.1,41.1,0.0,686.4
1997,C,600,"11,924","2,416",3.77,7129.,46.3,50.0,100.8,0.0,596.0
2015,C,480,"9,980","1,909",3.54,5695.,29.4,27.1,0.0,0.0,672.9
2002,C,410,"8,300","2,143",3.03,2810.,27.3,20.6,0.0,0.0,652.6
2016,C,450,"9,300","1,851",3.33,4850.,25.1,23.0,0.0,60.5,706.2
2008,C,600,"11,130","1,944",3.93,6262.,32.2,36.1,0.0,96.6,654.0
2008,C,600,"12,590","2,166",4.12,9803.,41.2,40.0,0.0,131.3,626.6
1968,C,270,"6,000",0.966,2.05,802.,10.0,12.3,24.6,0.0,808.2
2012,C,800,"13,600","2,629",4.18,11500.,65.8,52.4,0.0,169.4,560.4
1968,C,270,"6,000",0.966,2.05,802.,10.0,12.3,24.6,0.0,808.2
1979,C,350,"10,050","1,879",3.15,5300.,22.1,37.4,82.9,0.0,689.0
2019,C,715,"11,650","2,115",3.97,6457.,47.9,40.9,119.8,120.1,589.1
2002,C,800,"11,990","2,602",4.06,6580.,58.5,46.8,0.0,158.9,550.0
2005,C,950,"12,690","2,541",3.70,6331.,62.0,41.8,118.8,0.0,551.8
2005,C,670,"10,600","2,008",3.25,4582.,42.3,32.7,92.1,89.4,607.4
2005,C,705,"10,600","2,170",3.25,4450.,42.8,33.1,92.6,72.3,600.1
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2009,C,270,"5,550","1,500",2.38,500.,15.3,8.6,0.0,32.6,715.2
1977,C,450,"10,111","1,829",3.48,5255.,20.9,37.2,70.4,0.0,714.5
2002,S,280,"6,740","1,516",2.49,789.,20.4,11.0,0.0,52.3,674.1
2004,C,750,"13,990","1,847",4.34,10902.,57.8,47.7,0.0,105.1,604.8
2006,C,850,"16,169","2,834",4.86,22351.,76.2,52.8,0.0,147.7,591.1
1986,C,450,"13,780","1,910",3.76,11301.,45.1,82.5,0.0,122.2,611.1
1990,C,650,"12,520","2,207",3.86,7590.,40.8,54.8,108.4,0.0,601.4
2010,C,640,"11,820","2,552",3.69,8421.,48.9,36.2,0.0,119.8,605.5
1996,C,320,"10,620","2,203",3.52,3576.,40.3,24.3,0.0,86.7,607.2
2016,R,980,"15,235","3,460",4.19,8218.,92.5,65.7,0.0,234.9,469.8
2001,C,480,"10,640","2,233",3.46,5798.,38.7,38.0,83.5,66.4,630.3
1982,C,540,"10,610","1,816",3.38,4905.,22.6,33.1,74.7,0.0,685.3
2005,C,703,"11,292","2,186",3.70,6825.,47.0,33.8,90.5,0.0,618.3
2008,C,734,"13,665","2,763",4.20,11365.,57.2,47.8,135.9,0.0,577.9
2013,C,420,"9,715","1,951",3.46,4281.,31.0,22.5,0.0,89.8,655.0
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2014,C,612,"10,300","1,904",3.54,4626.,37.5,32.0,88.5,85.1,620.7
2005,C,640,"10,600","2,180",3.25,4615.,42.7,32.1,92.2,72.1,605.3
2002,R,680,"10,970","2,332",3.62,3998.,45.6,35.8,0.0,136.7,561.5
2008,C,820,"12,220","2,260",3.86,7769.,55.4,43.6,134.1,145.8,572.4
2004,C,875,"12,000","2,735",4.06,5817.,59.0,44.6,0.0,185.1,537.5
2005,C,640,"10,600","2,176",3.25,4547.,42.2,31.7,92.2,0.0,604.6
1997,C,750,"12,495","2,513",3.80,6520.,47.4,43.9,121.9,0.0,576.1
1998,C,460,"9,500","1,926",3.23,3920.,25.3,22.4,61.0,0.0,685.3
2007,C,550,"12,204","2,805",3.63,7511.,37.8,52.7,136.9,0.0,592.0
2010,C,455,"11,990","2,079",3.99,7703.,36.7,47.3,0.0,134.7,616.6
1989,C,400,"8,772","1,659",3.14,2801.,17.2,25.4,60.0,47.2,731.1
1989,C,512,"10,230","1,864",3.24,4240.,25.4,37.2,74.5,76.5,660.0
1992,R,550,"9,147","1,800",3.23,2773.,26.4,26.3,64.7,75.0,649.1
1998,C,450,"9,500","1,922",3.23,3852.,26.1,27.7,57.0,56.9,677.6
2002,C,499,"12,895","2,133",3.99,8702.,38.0,52.3,0.0,116.5,613.3
2004,C,720,"13,720","2,740",4.21,10391.,58.9,53.8,0.0,173.3,564.5
1997,R,480,"9,990","2,347",3.50,3279.,38.0,28.2,0.0,0.0,627.8
2009,C,579,"9,240","1,920",3.20,4097.,29.2,24.9,0.0,84.0,659.0
2012,C,600,"12,340","2,496",3.98,9430.,50.5,41.2,0.0,135.0,593.9
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1983,C,300,"8,760","1,372",2.85,3457.,16.6,21.8,0.0,57.5,788.3
2002,C,375,"8,300","2,119",3.03,2623.,25.5,20.1,0.0,43.8,693.7
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
1999,C,612,"11,600","2,198",3.51,6248.,42.0,32.2,0.0,107.3,609.9
2007,C,1000,"16,760","3,194",4.59,16522.,93.1,74.2,0.0,219.1,507.9
1984,C,400,"8,860","1,722",2.71,3130.,19.9,20.6,0.0,54.6,719.3
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2001,C,480,"10,757","2,127",3.52,4956.,36.5,27.1,0.0,102.5,626.8
2001,C,560,"9,440","1,982",3.33,4184.,25.0,28.8,51.5,0.0,683.1
1972,C,580,"11,930","2,044",3.68,8873.,32.4,54.7,123.4,120.4,649.7
2004,S,310,"8,038","1,623",2.41,1457.,22.4,18.4,45.9,0.0,659.7
2003,C,580,"9,920","2,123",3.29,5342.,31.0,28.6,75.9,0.0,657.7
2006,C,700,"12,027","1,979",4.03,8803.,50.5,41.9,0.0,140.5,606.5
1985,C,210,"8,580","1,698",2.80,2677.,14.4,23.7,46.1,0.0,749.2
1992,C,500,"9,140","1,836",3.04,2890.,28.6,20.6,64.6,0.0,652.4
2009,C,1100,"11,900","2,026",3.98,7935.,40.0,44.3,0.0,85.6,631.4
1973,C,310,"9,740","1,796",2.94,4652.,20.4,35.3,75.5,0.0,724.5
2015,C,600,"15,381","2,753",4.53,14201.,81.4,57.3,0.0,246.5,523.5
1994,S,260,"7,495","1,680",2.43,1120.,19.3,14.1,0.0,49.0,680.8
1974,C,420,"10,868","1,932",3.25,6366.,20.1,50.9,93.8,0.0,683.7
1996,C,480,"9,990","1,700",3.29,4414.,23.6,34.4,0.0,0.0,701.8
2001,C,490,"11,330","2,161",3.58,5897.,32.7,37.4,88.2,0.0,639.8
2000,C,498,"9,550","2,084",2.96,2825.,32.2,22.9,0.0,90.6,616.3
1998,C,485,"9,500","1,928",3.23,3936.,26.3,30.0,63.8,0.0,670.2
2001,C,560,"10,640","2,231",3.46,5760.,40.1,39.2,89.5,68.9,624.3
1999,C,500,"13,085","3,390",4.24,6556.,57.2,38.5,0.0,112.3,555.6
2017,C,600,"10,714","2,511",3.60,4970.,52.0,34.4,0.0,122.5,578.7
2001,C,535,"10,757","2,123",3.52,4891.,37.2,39.8,101.0,100.0,611.3
1998,C,570,"10,025","1,922",3.43,5137.,31.8,30.5,70.7,0.0,661.6
2006,C,650,"12,120","2,478",3.84,8422.,44.5,39.8,0.0,122.4,608.5
2010,C,720,"11,990","2,019",3.98,8800.,43.5,32.7,0.0,102.0,643.5
1999,C,450,"12,840","2,124",4.20,9990.,37.9,49.4,0.0,97.8,657.3
1991,C,200,"11,378","1,947",3.79,6087.,42.7,22.4,78.7,0.0,656.6
1999,C,560,"12,840","2,124",4.20,9990.,40.4,50.7,0.0,90.6,667.6
1998,C,480,"9,500","1,916",3.23,3749.,23.8,25.9,0.0,59.2,685.6
2001,S,320,"8,480","2,100",3.17,1794.,22.0,21.4,0.0,0.0,658.4
2005,C,480,"12,950","2,569",3.92,9886.,49.5,56.6,0.0,132.5,589.9
2005,C,650,"12,013","2,125",3.88,8316.,43.9,42.4,0.0,87.7,625.4
2003,C,720,"13,352","2,637",3.97,9841.,63.4,56.6,156.6,143.6,562.7
2003,S,270,"6,141","1,508",2.14,696.,17.3,8.9,0.0,44.5,710.3
2006,C,900,"12,960","2,743",3.91,7650.,62.6,50.1,0.0,185.0,537.8
1988,C,350,"9,910","1,685",3.31,3347.,21.4,28.0,49.3,0.0,725.2
1973,C,560,"10,800","1,821",3.61,6002.,31.4,52.7,99.0,92.0,661.6
1988,C,350,"10,785","1,806",3.60,5575.,28.5,37.4,0.0,0.0,697.6
2004,C,675,"13,330","2,303",4.23,10156.,54.3,51.0,0.0,179.7,577.6
2006,C,720,"10,750","1,907",3.65,5850.,32.2,35.6,67.6,0.0,657.5
2009,C,520,"9,990","2,067",3.67,5150.,36.5,29.1,0.0,97.5,622.9
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
2005,S,200,"6,500","1,588",3.05,1100.,26.3,14.8,0.0,68.9,680.1
2016,C,1050,"23,440","3,220",5.90,31487.,156.4,121.2,0.0,457.8,448.4
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
1979,C,560,"11,652","1,984",3.65,6811.,36.4,43.4,118.2,96.0,632.1
1989,C,713,"12,180","1,978",3.99,8958.,44.2,66.2,0.0,0.0,649.3
2005,C,670,"12,259","2,401",3.88,8737.,51.1,41.8,120.8,116.2,594.8
1989,C,400,"9,130","1,865",3.15,3900.,19.4,34.0,57.9,0.0,705.5
2012,C,500,"12,890","2,407",3.98,9033.,49.3,40.6,124.7,0.0,595.2
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2005,C,810,"10,600","2,172",3.25,4482.,42.7,33.5,94.6,0.0,598.0
1998,C,350,"9,500","1,921",3.23,3843.,26.3,28.9,60.0,0.0,673.5
2007,C,945,"13,511","2,777",4.07,6717.,62.8,53.6,0.0,189.3,522.0
2008,C,800,"12,240","2,482",3.90,7792.,51.6,42.8,129.8,0.0,582.4
2000,C,730,"12,100","2,410",3.78,6557.,46.8,47.0,105.5,0.0,587.6
1997,S,250,"6,623","1,578",2.54,733.,19.5,10.4,0.0,50.0,679.5
